지역,기관,부서,항목1,항목2,상세,금액,예산서 사이트
대구,서구청,총무과,201 일반운영비,01 사무관리비,표준기록관리시스템보존포맷변환서버구매,"11,220,000",https://www.dgs.go.kr/dgs/intro/page.php?mnu_uid=1284285&
대구,서구청,총무과,201 일반운영비,01 사무관리비,표준기록관리시스템문서보안프로그램구매,"34,900,000",https://www.dgs.go.kr/dgs/intro/page.php?mnu_uid=1284285&
대구,서구청,총무과,201 일반운영비,01 사무관리비,표준기록관리시스템운영체제구매,"20,000,000",https://www.dgs.go.kr/dgs/intro/page.php?mnu_uid=1284285&
대구,서구청,총무과,201 일반운영비,02 공공운영비,"표준기록관리시스템하드웨어유지보수(820,000원*12회)","9,840,000",https://www.dgs.go.kr/dgs/intro/page.php?mnu_uid=1284285&
대구,서구청,총무과,201 일반운영비,02 공공운영비,"표준기록관리시스템소프트웨어유지보수(1,400,000원*12회)","16,800,000",https://www.dgs.go.kr/dgs/intro/page.php?mnu_uid=1284285&
대구,서구청,총무과,201 일반운영비,02 공공운영비,표준기록관리시스템프로그램이전설치,"4,400,000",https://www.dgs.go.kr/dgs/intro/page.php?mnu_uid=1284285&
대구,서구청,총무과,207 연구개발비,02 전산개발비,중요기록물 DB 구축,"120,000,000",https://www.dgs.go.kr/dgs/intro/page.php?mnu_uid=1284285&
대구,수성구청,정보통신과,201 일반운영비,01 사무관리비,기록관리시스템대용량송수신S/W이전설치,"5,800,000",https://www.suseong.kr/index.do?menu_id=00042443&servletPath=%2Findex.do
대구,수성구청,정보통신과,201 일반운영비,01 사무관리비,기록물DB구축사업문서고수용비,"1,200,000",https://www.suseong.kr/index.do?menu_id=00042443&servletPath=%2Findex.do
대구,수성구청,정보통신과,201 일반운영비,01 사무관리비,기록관리시스템백신S/W라이선스,"14,380,000",https://www.suseong.kr/index.do?menu_id=00042443&servletPath=%2Findex.do
대구,수성구청,정보통신과,201 일반운영비,01 사무관리비,기록물DB구축사업유지보수비,"7,120,000",https://www.suseong.kr/index.do?menu_id=00042443&servletPath=%2Findex.do
대구,수성구청,정보통신과,201 일반운영비,01 사무관리비,문서고 환경소독(정기.수시),"7,288,000",https://www.suseong.kr/index.do?menu_id=00042443&servletPath=%2Findex.do
대구,중구청,행정지원과,201 일반운영비,01 사무관리비,기록관리시스템백신프로그램갱신,"15,000,000",https://www.jung.daegu.kr/new/pages/administration/page.html?mc=0182
대구,중구청,행정지원과,201 일반운영비,01 사무관리비,기록관리시스템문서보안프로그램구매,"30,162,000",https://www.jung.daegu.kr/new/pages/administration/page.html?mc=0182
대구,중구청,행정지원과,201 일반운영비,01 사무관리비,"기록관리시스템유지보수(1,700,000원*12회)","20,400,000",https://www.jung.daegu.kr/new/pages/administration/page.html?mc=0182
대구,중구청,행정지원과,201 일반운영비,01 사무관리비,"기록관소독약(25,000원*8개*12회)","2,400,000",https://www.jung.daegu.kr/new/pages/administration/page.html?mc=0182
대구,중구청,행정지원과,207 연구개발비,02 전산개발비,중요기록물DB구축(500원*200면*1200권),"120,000,000",https://www.jung.daegu.kr/new/pages/administration/page.html?mc=0182
대구,대구광역시교육청,총무과,330 자치단체등이전,null,기록관리시스템운영시도분담금,"18,000,000",https://www.dge.go.kr/main/cm/cntnts/cntntsView.do?mi=9731&cntntsId=4818
대구,대구광역시 동부교육지원청,null,null,null,사업없음,null,https://www.dge.go.kr/main/cm/cntnts/cntntsView.do?mi=9731&cntntsId=4818
대구,대구광역시 서부교육지원청,null,null,null,사업없음,null,https://www.dge.go.kr/main/cm/cntnts/cntntsView.do?mi=9731&cntntsId=4818
대구,대구광역시 남부교육지원청,null,null,null,사업없음,null,https://www.dge.go.kr/main/cm/cntnts/cntntsView.do?mi=9731&cntntsId=4818
대구,대구광역시 달성교육지원청,null,null,null,사업없음,null,https://www.dge.go.kr/main/cm/cntnts/cntntsView.do?mi=9731&cntntsId=4818
대구,대구광역시 군위교육지원청,null,null,null,사업없음,null,https://www.dge.go.kr/main/cm/cntnts/cntntsView.do?mi=9731&cntntsId=4818
대전,대전광역시청,소통민원과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,기록관리시스템 유지관리,"31,101,000",https://www.daejeon.go.kr/bud/BudFinanceboardList.do?boardId=budboard005&menuSeq=349
대전,대전광역시청,소통민원과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,비전자기록물 전산화사업,"198,000,000",https://www.daejeon.go.kr/bud/BudFinanceboardList.do?boardId=budboard005&menuSeq=349
대전,대덕구청,민원정보과,201 일반운영비,01 사무관리비,문서고미세먼지제거작업(1회),"6,000,000",https://www.daedeok.go.kr/ftp/goContents.do?link=/ftp/ftp01/FTP010216&menuId=FTP010216
대전,대덕구청,민원정보과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,기록관리시스템유지보수비,"47,371,000",https://www.daedeok.go.kr/ftp/goContents.do?link=/ftp/ftp01/FTP010216&menuId=FTP010216
대전,대덕구청,민원정보과,207 연구개발비,02 전산개발비,기록관리시스템스토리지데이터이관,"17,800,000",https://www.daedeok.go.kr/ftp/goContents.do?link=/ftp/ftp01/FTP010216&menuId=FTP010216
대전,대전광역시 동구청,민원여권과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 유지관리(하드웨어 및 소프트웨어(백신포함)),"39,687,000",https://www.donggu.go.kr/dg/kor/75/budget
대전,대전광역시 동구청,민원여권과,403 자치단체등자본이전,02 공기관등에대한자본적위탁사업비,표준기록관리시스템 장비 교체(스트리지 장비 교체),"180,000,000",https://www.donggu.go.kr/dg/kor/75/budget
대전,대전광역시 서구청,민원여권과,201 일반운영비,01 사무관리비,"기록관 소독(천연향균제(25,000*60개))","1,500,000",https://www.seogu.go.kr/prog/bdgtpr/kor/sub02_07_06/list.do
대전,대전광역시 서구청,민원여권과,201 일반운영비,01 사무관리비,"기록관 소독(공기정화살균기 필터(살균,탈취,집진필터 등))","1,000,000",https://www.seogu.go.kr/prog/bdgtpr/kor/sub02_07_06/list.do
대전,대전광역시 서구청,민원여권과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 유지보수비,"49,573,000",https://www.seogu.go.kr/prog/bdgtpr/kor/sub02_07_06/list.do
대전,유성구청,민원여권과,201 일반운영비,01 사무관리비,"기록관문서고소독용품(44,000원*70개)","3,080,000",https://www.yuseong.go.kr/prog/bdgtpr/kor/sub05_05_03/list.do
대전,유성구청,민원여권과,201 일반운영비,01 사무관리비,"기록물미세먼지제거및일시소독(7,000원*736m²*2회*90%)","9,274,000",https://www.yuseong.go.kr/prog/bdgtpr/kor/sub05_05_03/list.do
대전,유성구청,민원여권과,201 일반운영비,02 공공운영비,역사자료관리시스템유지보수(하드웨어(아카이빙스토리지)),"6,468,000",https://www.yuseong.go.kr/prog/bdgtpr/kor/sub05_05_03/list.do
대전,유성구청,민원여권과,201 일반운영비,02 공공운영비,역사자료관리시스템유지보수(소프트웨어(기록물응용프로그램)),"11,339,000",https://www.yuseong.go.kr/prog/bdgtpr/kor/sub05_05_03/list.do
대전,유성구청,민원여권과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템위탁운영비,"36,574,000",https://www.yuseong.go.kr/prog/bdgtpr/kor/sub05_05_03/list.do
대전,유성구청,민원여권과,405 자산취득비,01 자산및물품취득비,기록물시스템H/W구입,"102,000,000",https://www.yuseong.go.kr/prog/bdgtpr/kor/sub05_05_03/list.do
대전,대전광역시 중구청,민원여권과,201 일반운영비,01 사무관리비,"기록관 서고관리 소독약품(향균살충제 등) 구입(27,500원*5개*12월*80%)","1,320,000",https://www.djjunggu.go.kr/prog/yesanInfo/YESAN01/jejung/sub05_01/list.do
대전,대전광역시 중구청,민원여권과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 유지보수(하드웨어 유지보수),"14,966,000",https://www.djjunggu.go.kr/prog/yesanInfo/YESAN01/jejung/sub05_01/list.do
대전,대전광역시 중구청,민원여권과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 유지보수(소프트웨어 유지보수),"13,596,000",https://www.djjunggu.go.kr/prog/yesanInfo/YESAN01/jejung/sub05_01/list.do
대전,대전광역시 중구청,민원여권과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 유지보수(운영프로그램 유지보수),"12,000,000",https://www.djjunggu.go.kr/prog/yesanInfo/YESAN01/jejung/sub05_01/list.do
대전,대전광역시 중구청,민원여권과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 유지보수(바이러스백신 갱신),"6,000,000",https://www.djjunggu.go.kr/prog/yesanInfo/YESAN01/jejung/sub05_01/list.do
대전,대전광역시교육청,행정국 총무과,210 운영비,null,"보존서고향균제(24,200원*12개*12월)","3,485,000",https://www.dje.go.kr/finance/info/0102.do?codeCN=01&tabCN1=A&m=0102&s=finance
대전,대전광역시교육청,행정국 총무과,210 운영비,null,비전자기록물관리시스템유지보수,"4,000,000",https://www.dje.go.kr/finance/info/0102.do?codeCN=01&tabCN1=A&m=0102&s=finance
대전,대전광역시교육청,행정국 총무과,210 운영비,null,"기록물DB구축용역비(700원*50,000매)","35,000,000",https://www.dje.go.kr/finance/info/0102.do?codeCN=01&tabCN1=A&m=0102&s=finance
대전,대전광역시교육청,행정국 총무과,330 자치단체등이전,null,기록관리시스템운영지원위탁금,"18,000,000",https://www.dje.go.kr/finance/info/0102.do?codeCN=01&tabCN1=A&m=0102&s=finance
대전,대전광역시 동부교육지원청,null,210 운영비,null,"보존서고향균제(25,000원*12월)","300,000",https://www.dje.go.kr/finance/info/0102.do?codeCN=01&tabCN1=A&m=0102&s=finance
대전,대전광역시 서부교육지원청,null,210 운영비,null,"보존서고향균제(25,000원*12월)","300,000",https://www.dje.go.kr/finance/info/0102.do?codeCN=01&tabCN1=A&m=0102&s=finance
대전,대전광역시 서부교육지원청,null,210 운영비,null,"문서고소독용역(200,000원*12회)","2,400,000",https://www.dje.go.kr/finance/info/0102.do?codeCN=01&tabCN1=A&m=0102&s=finance
부산,부산광역시청,통합민원과,201 일반운영비,01 사무관리비,기록물 향균제 구입,"3,528,000",https://www.busan.go.kr/ghstat
부산,부산광역시청,통합민원과,201 일반운영비,01 사무관리비,종이기록물 탈산처리장비 유지보수비,"3,300,000",https://www.busan.go.kr/ghstat
부산,부산광역시청,통합민원과,201 일반운영비,01 사무관리비,종이기록물 탈산처리제 구입,"9,900,000",https://www.busan.go.kr/ghstat
부산,부산광역시청,통합민원과,201 일반운영비,01 사무관리비,종이기록물 소독처리 약품 구입,"9,600,000",https://www.busan.go.kr/ghstat
부산,부산광역시청,통합민원과,201 일반운영비,01 사무관리비,종이기록물 소독처리장비 유지보수비,"1,800,000",https://www.busan.go.kr/ghstat
부산,부산광역시청,통합민원과,201 일반운영비,01 사무관리비,중요 시청각 기록물 DB구축 용역,"200,000,000",https://www.busan.go.kr/ghstat
부산,부산광역시청,통합민원과,201 일반운영비,02 공공운영비,기록관리시스템 H/W 유지보수료,"32,091,000",https://www.busan.go.kr/ghstat
부산,부산광역시청,통합민원과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,기록관리시스템 S/W 유지관리 위탁,"38,912,000",https://www.busan.go.kr/ghstat
부산,강서구청,민워지원과,201 일반운영비,01 사무관리비,"문서고 향균기 충전제(48,000원*42개*95%)","1,916,000",https://www.bsgangseo.go.kr/portal/bgtStts/list.do?mid=0502010000&token=1738728906701
부산,강서구청,민워지원과,201 일반운영비,01 사무관리비,"문서고 조습제(30,000원*50개*95%)","1,425,000",https://www.bsgangseo.go.kr/portal/bgtStts/list.do?mid=0502010000&token=1738728906701
부산,강서구청,민워지원과,201 일반운영비,01 사무관리비,문서고 소독(1회*95%),"1,731,000",https://www.bsgangseo.go.kr/portal/bgtStts/list.do?mid=0502010000&token=1738728906701
부산,강서구청,민워지원과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 유지보수,"36,835,000",https://www.bsgangseo.go.kr/portal/bgtStts/list.do?mid=0502010000&token=1738728906701
부산,강서구청,민워지원과,403 자치단체등자본이전,13 공기관등에대한경상적위탁사업비,비전자기록물 DB구축,"50,000,000",https://www.bsgangseo.go.kr/portal/bgtStts/list.do?mid=0502010000&token=1738728906701
부산,금정구청,민원여권과,201 일반운영비,01 사무관리비,"문서보존실 소독(향균)제(23,000원*10개*12회)","2,760,000",https://www.geumjeong.go.kr/index.geumj?menuCd=DOM_000000124006001095&cpath=
부산,금정구청,민원여권과,201 일반운영비,01 사무관리비,"기록물, 문서보존실 소독","1,540,000",https://www.geumjeong.go.kr/index.geumj?menuCd=DOM_000000124006001095&cpath=
부산,기장군청,민원봉사과,201 일반운영비,01 사무관리비,"보존서고 살충제 및 살균제(22,000원*4개*12회)","1,056,000",https://www.gijang.go.kr/index.gijang?menuCd=DOM_000000101003002091&cpath=
부산,기장군청,민원봉사과,201 일반운영비,01 사무관리비,보존서고 기록물 소독(1회),"900,000",https://www.gijang.go.kr/index.gijang?menuCd=DOM_000000101003002091&cpath=
부산,기장군청,민원봉사과,201 일반운영비,01 사무관리비,"조습제 구입(37,000원*4개*4회)","592,000",https://www.gijang.go.kr/index.gijang?menuCd=DOM_000000101003002091&cpath=
부산,기장군청,민원봉사과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 유지보수비,"31,310,000",https://www.gijang.go.kr/index.gijang?menuCd=DOM_000000101003002091&cpath=
부산,기장군청,민원봉사과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,기록물 DB구축,"35,000,000",https://www.gijang.go.kr/index.gijang?menuCd=DOM_000000101003002091&cpath=
부산,부산광역시 남구청,민원여권과,201 일반운영비,01 사무관리비,기록물 및 기록관 소독,"3,225,000",https://www.bsnamgu.go.kr/index.namgu?menuCd=DOM_000000105003001000
부산,부산광역시 남구청,민원여권과,308 자치단체등이전,13 공기관등에대한경상적위탁사업비,표준기록관리시스템 유지보수,"36,835,000",https://www.bsnamgu.go.kr/index.namgu?menuCd=DOM_000000105003001000
부산,부산광역시 동구청,민원여권과,201 일반운영비,01 사무관리비,"천연 향균살충제(23,000원*48개)","1,104,000",https://www.bsdonggu.go.kr/index.donggu?menuCd=DOM_000000103003001000
